TID,Item
T8945,other vegetables
T8945,spread cheese
T8946,bottled beer
T8947,citrus fruit
T8947,pip fruit
T8947,specialty cheese
T8947,bottled water
T8947,soda
T8948,hamburger meat
T8948,grapes
T8948,whole milk
T8948,rice
T8948,sugar
T8948,bottled water
T8949,whipped
T8949,sour cream
T8949,cream cheese 
T8950,sausage
T8950,tropical fruit
T8950,grapes
T8950,berries
T8950,other vegetables
T8950,pastry
T8950,soda
T8950,specialty chocolate
T8950,napkins
T8950,shopping bags
T8951,citrus fruit
T8951,tropical fruit
T8951,root vegetables
T8951,other vegetables
T8951,butter
T8951,yogurt
T8951,whipped
T8951,sour cream
T8951,salty snack
T8951,specialty bar
T8952,rolls
T8952,buns
T8952,margarine
T8952,bottled beer
T8953,sliced cheese
T8953,frozen fish
T8953,margarine
T8953,bottled water
T8953,canned beer
T8954,butter milk
T8954,yogurt
T8954,salty snack
T8954,specialty chocolate
T8955,sausage
T8955,root vegetables
T8955,soda
T8955,bottled beer
T8955,salty snack
T8955,popcorn
T8956,other vegetables
T8956,soft cheese
T8956,margarine
T8956,bottled water
T8956,bottled beer
T8957,beef
T8957,root vegetables
T8957,herbs
T8957,packaged fruit
T8957,vegetables
T8957,butter
T8957,sliced cheese
T8957,domestic eggs
T8957,jam
T8957,bottled water
T8958,hamburger meat
T8958,tropical fruit
T8958,other vegetables
T8958,whole milk
T8958,butter
T8958,curd
T8958,dessert
T8958,yogurt
T8958,whipped
T8958,sour cream
T8958,UHT-milk
T8958,domestic eggs
T8958,pastry
T8958,flour
T8958,margarine
T8958,cereals
T8958,canned fish
T8958,cat food
T8958,bottled water
T8958,bottled beer
T8958,hygiene articles
T8958,napkins
T8959,chicken
T8959,frozen vegetables
T8959,bottled beer
T8960,sausage
T8960,meat
T8960,herbs
T8960,other vegetables
T8960,soft cheese
T8960,margarine
T8960,cat food
T8960,shopping bags
T8961,sausage
T8961,citrus fruit
T8961,soda
T8961,fruit
T8961,vegetable juice
T8961,salty snack
T8961,napkins
T8961,cling film
T8961,bags
T8962,bottled water
T8962,bottled beer
T8963,pastry
T8963,soda
T8964,cat food
T8965,other vegetables
T8965,whole milk
T8965,butter milk
T8965,yogurt
T8965,whipped
T8965,sour cream
T8965,domestic eggs
T8965,pastry
T8965,popcorn
T8966,whole milk
T8966,domestic eggs
T8966,brown bread
T8966,pastry
T8967,other vegetables
T8967,butter
T8967,yogurt
T8967,domestic eggs
T8967,pastry
T8967,bottled beer
T8967,specialty bar
T8967,flower (seeds)
T8968,tropical fruit
T8968,salt
T8968,canned fish
T8968,bottled water
T8968,bottled beer
T8969,citrus fruit
T8969,tropical fruit
T8969,onions
T8969,other vegetables
T8969,butter milk
T8970,pork
T8970,butter milk
T8970,pickled vegetables
T8970,soda
T8970,canned beer
T8970,liquor
T8971,canned beer
T8971,red
T8971,blush wine
T8972,frankfurter
T8972,pork
T8972,hamburger meat
T8972,pip fruit
T8972,other vegetables
T8972,whole milk
T8972,rolls
T8972,buns
T8972,white bread
T8972,pastry
T8972,Instant food products
T8972,waffles
T8972,chocolate
T8973,yogurt
T8973,cereals
T8973,specialty bar
T8974,sausage
T8974,other vegetables
T8974,whole milk
T8974,fruit
T8974,vegetable juice
T8975,cream cheese 
T8975,chocolate marshmallow
T8976,other vegetables
T8977,sausage
T8977,whole milk
T8977,white bread
T8978,frankfurter
T8978,pork
T8978,pip fruit
T8978,berries
T8978,root vegetables
T8978,other vegetables
T8978,whole milk
T8978,pastry
T8978,semi-finished bread
T8978,syrup
T8978,shopping bags
T8979,citrus fruit
T8979,whole milk
T8979,yogurt
T8979,sliced cheese
T8979,domestic eggs
T8979,canned vegetables
T8979,canned beer
T8980,ham
T8980,yogurt
T8980,pastry
T8980,coffee
T8980,waffles
T8980,chocolate
T8980,female sanitary products
T8981,soda
T8982,frankfurter
T8982,whole milk
T8982,yogurt
T8982,napkins
T8983,citrus fruit
T8983,whole milk
T8983,bottled water
T8983,soda
T8983,fruit
T8983,vegetable juice
T8983,bottled beer
T8984,frozen fish
T8984,brown bread
T8984,canned beer
T8984,rum
T8984,newspapers
T8985,whole milk
T8986,ham
T8986,pork
T8986,shopping bags
T8987,sausage
T8987,tropical fruit
T8987,pip fruit
T8987,berries
T8987,other vegetables
T8987,whole milk
T8987,butter
T8987,curd
T8987,whipped
T8987,sour cream
T8987,cat food
T8987,salty snack
T8987,popcorn
T8987,pot plants
T8987,shopping bags
T8988,shopping bags
T8989,cereals
T8989,salty snack
T8990,frozen fish
T8990,liquor (appetizer)
T8991,whole milk
T8991,white bread
T8991,margarine
T8991,cat food
T8991,soda
T8992,soda
T8992,canned beer
T8993,pastry
T8993,soda
T8993,misc. beverages
T8993,canned beer
T8993,salty snack
T8993,chocolate
T8993,shopping bags
T8994,frankfurter
T8994,tropical fruit
T8994,pip fruit
T8994,other vegetables
T8994,yogurt
T8994,whipped
T8994,sour cream
T8994,rolls
T8994,buns
T8994,bottled water
T8994,soda
T8994,misc. beverages
T8994,chocolate
T8994,specialty chocolate
T8994,candy
T8994,shopping bags
T8995,yogurt
T8995,UHT-milk
T8995,domestic eggs
T8995,rolls
T8995,buns
T8995,long life bakery product
T8996,domestic eggs
T8996,canned beer
T8996,liquor (appetizer)
T8996,chocolate marshmallow
T8996,shopping bags
T8997,sausage
T8997,other vegetables
T8997,whole milk
T8997,butter
T8997,fruit
T8997,vegetable juice
T8998,ham
T8998,whole milk
T8998,white bread
T8999,other vegetables
T8999,whole milk
T8999,pastry
T8999,salty snack
T8999,candy
T9000,tropical fruit
T9000,yogurt
T9000,soda
T9001,whole milk
T9001,brown bread
T9001,margarine
T9002,sausage
T9002,pork
T9002,citrus fruit
T9002,tropical fruit
T9002,pip fruit
T9002,root vegetables
T9002,whole milk
T9002,butter
T9002,curd
T9002,yogurt
T9002,cream
T9002,sliced cheese
T9002,hard cheese
T9002,frozen vegetables
T9002,frozen fish
T9002,frozen potato products
T9002,brown bread
T9002,margarine
T9002,baking powder
T9002,cat food
T9002,pet care
T9002,soda
T9002,fruit
T9002,vegetable juice
T9002,nut snack
T9002,chocolate
T9002,female sanitary products
T9002,hygiene articles
T9002,napkins
T9002,house keeping products
T9003,soda
T9004,tropical fruit
T9004,whole milk
T9005,domestic eggs
T9005,pastry
T9005,bottled beer
T9005,canned beer
T9005,long life bakery product
T9005,chocolate
T9005,candles
T9005,newspapers
T9006,red
T9006,blush wine
T9007,rolls
T9007,buns
T9008,other vegetables
T9008,frozen fish
T9008,brown bread
T9008,red
T9008,blush wine
T9009,frankfurter
T9009,pip fruit
T9009,soft cheese
T9009,semi-finished bread
T9009,chewing gum
T9009,specialty chocolate
T9010,citrus fruit
T9010,root vegetables
T9010,other vegetables
T9010,UHT-milk
T9010,domestic eggs
T9010,canned fruit
T9010,soda
T9010,waffles
T9010,candy
T9010,newspapers
T9011,dessert
T9011,butter milk
T9011,brown bread
T9011,canned beer
T9011,shopping bags
T9012,tropical fruit
T9012,whole milk
T9012,yogurt
T9012,semi-finished bread
T9012,bottled water
T9012,soda
T9012,chocolate marshmallow
T9013,hamburger meat
T9013,tropical fruit
T9013,other vegetables
T9013,shopping bags
T9014,soda
T9015,chicken
T9015,other vegetables
T9015,whole milk
T9015,yogurt
T9015,frozen vegetables
T9015,rolls
T9015,buns
T9015,oil
T9015,bottled beer
T9015,canned beer
T9015,long life bakery product
T9016,rolls
T9016,buns
T9016,sugar
T9017,butter
T9017,curd
T9017,yogurt
T9017,whipped
T9017,sour cream
T9017,margarine
T9017,salty snack
T9017,hygiene articles
T9018,pip fruit
T9018,herbs
T9018,other vegetables
T9018,whole milk
T9018,whipped
T9018,sour cream
T9019,specialty bar
T9020,sausage
T9020,tropical fruit
T9020,other vegetables
T9020,whole milk
T9020,frozen vegetables
T9020,rolls
T9020,buns
T9020,white bread
T9020,brown bread
T9020,roll products 
T9020,oil
T9020,sugar
T9021,grapes
T9021,other vegetables
T9021,butter
T9021,newspapers
T9022,semi-finished bread
T9023,domestic eggs
T9023,white bread
T9023,pastry
T9023,canned beer
T9023,newspapers
T9024,pastry
T9025,root vegetables
T9025,whole milk
T9025,brown bread
T9025,margarine
T9026,whole milk
T9026,domestic eggs
T9027,meat
T9027,citrus fruit
T9027,whole milk
T9028,canned beer
T9029,frankfurter
T9029,pork
T9029,other vegetables
T9029,butter milk
T9029,UHT-milk
T9029,sliced cheese
T9029,brown bread
T9029,margarine
T9030,grapes
T9030,other vegetables
T9030,pastry
T9030,dish cleaner
T9031,candles
T9032,other vegetables
T9032,canned beer
T9032,snack products
T9033,tropical fruit
T9033,whole milk
T9033,butter
T9033,butter milk
T9033,brown bread
T9033,pastry
T9034,chicken
T9034,whole milk
T9034,butter
T9034,curd
T9034,domestic eggs
T9034,newspapers
T9035,soda
T9036,ham
T9036,pork
T9036,berries
T9036,root vegetables
T9036,oil
T9036,soda
T9036,bottled beer
T9036,salty snack
T9036,popcorn
T9036,newspapers
T9037,pork
T9037,tropical fruit
T9037,grapes
T9037,onions
T9037,other vegetables
T9037,whole milk
T9037,yogurt
T9037,frozen vegetables
T9037,pet care
T9037,bottled water
T9037,seasonal products
T9038,frozen vegetables
T9038,pasta
T9038,bottled water
T9038,soda
T9039,beef
T9039,other vegetables
T9039,whole milk
T9039,brown bread
T9039,waffles
T9040,pork
T9040,pip fruit
T9040,grapes
T9040,other vegetables
T9040,whole milk
T9040,pastry
T9040,flour
T9040,oil
T9040,sugar
T9040,dog food
T9040,chocolate
T9041,dessert
T9042,pork
T9042,yogurt
T9042,UHT-milk
T9042,salty snack
T9043,chicken
T9043,hamburger meat
T9043,citrus fruit
T9043,tropical fruit
T9043,pip fruit
T9043,other vegetables
T9043,yogurt
T9043,rolls
T9043,buns
T9043,mustard
T9043,canned vegetables
T9043,cake bar
T9043,napkins
T9043,newspapers
T9044,hamburger meat
T9044,citrus fruit
T9044,tropical fruit
T9044,other vegetables
T9044,whipped
T9044,sour cream
T9044,beverages
T9044,white bread
T9044,hygiene articles
T9044,napkins
T9045,chicken
T9045,pork
T9045,beef
T9045,hamburger meat
T9045,citrus fruit
T9045,other vegetables
T9045,packaged fruit
T9045,vegetables
T9045,whole milk
T9045,pastry
T9045,napkins
T9046,baking powder
T9046,newspapers
T9046,flower (seeds)
T9047,other vegetables
T9047,dessert
T9047,brown bread
T9047,salt
T9047,margarine
T9047,fruit
T9047,vegetable juice
T9047,newspapers
T9048,curd
T9048,bottled water
T9048,soda
T9049,tropical fruit
T9049,root vegetables
T9049,other vegetables
T9049,whole milk
T9049,processed cheese
T9050,rolls
T9050,buns
T9051,meat
T9051,dessert
T9051,UHT-milk
T9051,fruit
T9051,vegetable juice
T9052,soda
T9053,photo
T9053,film
T9054,pet care
T9054,bottled water
T9054,misc. beverages
T9054,shopping bags
T9055,other vegetables
T9055,whole milk
T9055,yogurt
T9055,whipped
T9055,sour cream
T9055,baking powder
T9055,misc. beverages
T9055,sparkling wine
T9055,dish cleaner
T9056,citrus fruit
T9056,other vegetables
T9056,white wine
T9056,long life bakery product
T9056,candles
T9057,citrus fruit
T9057,beverages
T9057,domestic eggs
T9057,rolls
T9057,buns
T9057,bottled water
T9057,chewing gum
T9057,chocolate marshmallow
T9058,rolls
T9058,buns
T9058,photo
T9058,film
T9059,canned beer
T9060,canned beer
T9061,sugar
T9062,meat
T9062,pork
T9062,tropical fruit
T9062,berries
T9062,baking powder
T9062,canned fish
T9062,seasonal products
T9063,frankfurter
T9063,beef
T9063,other vegetables
T9063,whole milk
T9063,butter milk
T9063,yogurt
T9063,hard cheese
T9063,coffee
T9063,photo
T9063,film
T9064,dishes
T9065,pork
T9065,other vegetables
T9065,whole milk
T9065,rolls
T9065,buns
T9066,frankfurter
T9066,citrus fruit
T9066,grapes
T9066,root vegetables
T9066,onions
T9066,other vegetables
T9066,whole milk
T9066,rolls
T9066,buns
T9066,soups
T9066,bottled beer
T9066,newspapers
T9067,other vegetables
T9067,whole milk
T9067,whipped
T9067,sour cream
T9067,pastry
T9067,bottled beer
T9068,newspapers
T9069,berries
T9069,root vegetables
T9069,whipped
T9069,sour cream
T9069,soda
T9070,beef
T9070,whole milk
T9070,rolls
T9070,buns
T9070,white bread
T9070,margarine
T9070,newspapers
T9071,whole milk
T9071,whipped
T9071,sour cream
T9071,rolls
T9071,buns
T9071,pickled vegetables
T9071,bottled water
T9071,long life bakery product
T9072,citrus fruit
T9072,whole milk
T9072,whipped
T9072,sour cream
T9072,rolls
T9072,buns
T9072,margarine
T9072,cling film
T9072,bags
T9073,other vegetables
T9073,whole milk
T9073,condensed milk
T9073,white bread
T9073,sugar
T9073,coffee
T9073,soda
T9073,fruit
T9073,vegetable juice
T9073,bottled beer
T9073,shopping bags
T9074,root vegetables
T9074,whole milk
T9074,flour
T9074,sugar
T9074,soda
T9074,misc. beverages
T9075,frankfurter
T9075,hamburger meat
T9075,other vegetables
T9075,pastry
T9075,dish cleaner
T9075,cling film
T9075,bags
T9075,kitchen towels
T9076,other vegetables
T9077,sausage
T9077,tropical fruit
T9077,curd
T9077,yogurt
T9077,dog food
T9077,bottled water
T9077,long life bakery product
T9077,hygiene articles
T9077,shopping bags
T9078,yogurt
T9078,abrasive cleaner
T9079,sausage
T9079,rolls
T9079,buns
T9079,canned beer
T9080,hamburger meat
T9080,whole milk
T9080,butter milk
T9080,yogurt
T9080,margarine
T9080,baking powder
T9081,pork
T9081,root vegetables
T9081,brown bread
T9081,bottled water
T9081,soda
T9082,tropical fruit
T9082,other vegetables
T9082,whole milk
T9082,butter
T9082,yogurt
T9083,rolls
T9083,buns
T9083,pickled vegetables
T9083,chewing gum
T9083,specialty chocolate
T9084,tropical fruit
T9085,sausage
T9085,chicken
T9085,pork
T9085,citrus fruit
T9085,berries
T9085,root vegetables
T9085,packaged fruit
T9085,vegetables
T9085,curd
T9085,yogurt
T9085,whipped
T9085,sour cream
T9085,frozen vegetables
T9086,hamburger meat
T9086,other vegetables
T9086,whole milk
T9086,butter
T9086,specialty cheese
T9086,pastry
T9086,cereals
T9087,pip fruit
T9087,root vegetables
T9087,other vegetables
T9087,cream cheese 
T9087,domestic eggs
T9087,pickled vegetables
T9087,fruit
T9087,vegetable juice
T9088,beef
T9088,curd
T9088,yogurt
T9088,whipped
T9088,sour cream
T9088,frozen meals
T9088,brown bread
T9088,canned fish
T9088,coffee
T9088,candy
T9088,cling film
T9088,bags
T9089,other vegetables
T9089,yogurt
T9089,rolls
T9089,buns
T9089,salt
T9089,sparkling wine
T9089,napkins
T9090,sausage
T9091,other vegetables
T9091,whole milk
T9091,canned beer
T9092,ham
T9092,meat
T9092,root vegetables
T9092,other vegetables
T9092,whole milk
T9092,curd
T9092,yogurt
T9092,frozen vegetables
T9092,frozen meals
T9092,frozen fish
T9092,rolls
T9092,buns
T9092,jam
T9092,misc. beverages
T9092,candy
T9092,seasonal products
T9092,detergent
T9093,frankfurter
T9093,other vegetables
T9093,whole milk
T9093,whipped
T9093,sour cream
T9094,meat
T9094,citrus fruit
T9094,hard cheese
T9094,soda
T9095,ham
T9095,root vegetables
T9095,herbs
T9095,whole milk
T9095,curd
T9095,yogurt
T9095,hard cheese
T9095,rolls
T9095,buns
T9095,detergent
T9096,citrus fruit
T9096,onions
T9096,other vegetables
T9096,yogurt
T9096,beverages
T9096,rolls
T9096,buns
T9096,brown bread
T9096,vinegar
T9096,bottled water
T9096,long life bakery product
T9097,rolls
T9097,buns
T9097,bottled beer
T9097,brandy
T9098,sausage
T9098,pip fruit
T9098,UHT-milk
T9098,soups
T9098,sauces
T9098,cat food
T9098,newspapers
T9099,root vegetables
T9099,herbs
T9099,other vegetables
T9099,dessert
T9099,ice cream
T9099,cake bar
T9099,newspapers
T9099,shopping bags
T9100,berries
T9100,other vegetables
T9100,semi-finished bread
T9101,pork
T9101,soda
T9101,canned beer
T9101,male cosmetics
T9102,meat
T9102,specialty chocolate
T9103,pastry
T9103,fruit
T9103,vegetable juice
T9104,long life bakery product
T9105,meat
T9105,pork
T9105,fish
T9105,tropical fruit
T9105,grapes
T9105,berries
T9105,other vegetables
T9105,whole milk
T9105,frozen vegetables
T9105,semi-finished bread
T9105,chocolate
T9105,detergent
T9105,kitchen utensil
T9105,candles
T9106,meat
T9106,root vegetables
T9106,other vegetables
T9106,dessert
T9106,yogurt
T9106,whipped
T9106,sour cream
T9106,rolls
T9106,buns
T9106,potato products
T9106,soda
T9106,misc. beverages
T9106,napkins
T9106,photo
T9106,film
T9107,sauces
T9107,red
T9107,blush wine
T9107,waffles
T9107,newspapers
T9108,pip fruit
T9108,coffee
T9109,root vegetables
T9109,white bread
T9109,chewing gum
T9110,ham
T9110,citrus fruit
T9110,tropical fruit
T9110,pip fruit
T9110,root vegetables
T9110,other vegetables
T9110,whole milk
T9110,brown bread
T9111,hamburger meat
T9111,other vegetables
T9111,whole milk
T9111,yogurt
T9111,whipped
T9111,sour cream
T9111,mayonnaise
T9111,frozen vegetables
T9111,frozen fish
T9111,soups
T9111,fruit
T9111,vegetable juice
T9111,canned beer
T9111,detergent
T9112,yogurt
T9112,long life bakery product
T9112,photo
T9112,film
T9112,pot plants
T9113,beef
T9113,whole milk
T9113,butter
T9113,rolls
T9113,buns
T9113,pastry
T9113,cat food
T9113,hygiene articles
T9114,citrus fruit
T9114,pip fruit
T9114,onions
T9114,other vegetables
T9114,whole milk
T9114,butter milk
T9114,whipped
T9114,sour cream
T9114,cream cheese 
T9114,domestic eggs
T9114,brown bread
T9114,shopping bags
T9115,berries
T9115,herbs
T9115,pot plants
T9116,frankfurter
T9116,sausage
T9116,chicken
T9116,pork
T9116,tropical fruit
T9116,pip fruit
T9116,root vegetables
T9116,whole milk
T9116,dessert
T9116,cream cheese 
T9116,frozen vegetables
T9116,rolls
T9116,buns
T9116,white bread
T9116,cake bar
T9116,napkins
T9116,shopping bags
T9117,citrus fruit
T9117,cream cheese 
T9118,onions
T9118,other vegetables
T9118,whole milk
T9118,yogurt
T9118,roll products 
T9118,semi-finished bread
T9119,beef
T9119,whole milk
T9119,oil
T9119,canned beer
T9119,salty snack
T9120,frankfurter
T9120,rolls
T9120,buns
T9121,pip fruit
T9121,other vegetables
T9121,butter
T9121,domestic eggs
T9121,rolls
T9121,buns
T9121,margarine
T9121,bottled water
T9122,brown bread
T9122,white wine
T9123,meat
T9123,tropical fruit
T9123,other vegetables
T9123,frozen vegetables
T9123,rolls
T9123,buns
T9123,soda
T9123,napkins
T9123,dishes
T9124,citrus fruit
T9124,other vegetables
T9124,yogurt
T9124,cream cheese 
T9124,bottled water
T9124,long life bakery product
T9124,specialty chocolate
T9125,beef
T9125,root vegetables
T9125,whole milk
T9125,pastry
T9125,soda
T9125,waffles
T9125,candy
T9126,other vegetables
T9126,whipped
T9126,sour cream
T9126,hard cheese
T9126,frozen vegetables
T9126,frozen dessert
T9126,oil
T9126,margarine
T9126,baking powder
T9127,chicken
T9127,pork
T9127,beef
T9127,berries
T9127,other vegetables
T9127,whole milk
T9127,rolls
T9127,buns
T9128,sausage
T9128,meat
T9128,tropical fruit
T9128,cream cheese 
T9129,tropical fruit
T9129,whole milk
T9129,hard cheese
T9129,rolls
T9129,buns
T9129,pastry
T9129,canned vegetables
T9129,pot plants
T9130,soda
T9131,citrus fruit
T9131,tropical fruit
T9131,pip fruit
T9131,whole milk
T9131,yogurt
T9131,rolls
T9131,buns
T9131,pastry
T9131,white wine
T9131,red
T9131,blush wine
T9131,hygiene articles
T9132,coffee
T9133,chicken
T9133,tropical fruit
T9133,other vegetables
T9133,whole milk
T9133,dessert
T9133,frozen fish
T9133,mustard
T9133,pickled vegetables
T9134,sugar
T9135,turkey
T9135,nuts
T9135,prunes
T9135,other vegetables
T9135,whole milk
T9135,butter
T9135,curd
T9135,domestic eggs
T9135,pastry
T9135,tea
T9136,cleaner
T9136,female sanitary products
T9137,herbs
T9137,other vegetables
T9137,whipped
T9137,sour cream
T9137,UHT-milk
T9137,domestic eggs
T9137,sweet spreads
T9137,specialty chocolate
T9137,decalcifier
T9137,napkins
T9138,citrus fruit
T9138,pickled vegetables
T9138,dog food
T9138,soda
T9138,salty snack
T9138,waffles
T9138,candy
T9138,dish cleaner
T9138,newspapers
T9139,citrus fruit
T9139,tropical fruit
T9139,other vegetables
T9139,butter milk
T9139,yogurt
T9139,pastry
T9139,waffles
T9139,candy
T9139,dental care
T9140,beef
T9140,root vegetables
T9140,yogurt
T9140,whipped
T9140,sour cream
T9141,sausage
T9141,other vegetables
T9141,rolls
T9141,buns
T9141,baking powder
T9141,soda
T9141,cling film
T9141,bags
T9141,house keeping products
T9142,soda
T9142,bottled beer
T9143,liquor
T9143,house keeping products
T9143,shopping bags
T9144,pork
T9144,rolls
T9144,buns
T9144,pastry
T9144,napkins
T9144,newspapers
T9145,chicken
T9145,hamburger meat
T9145,whipped
T9145,sour cream
T9145,rolls
T9145,buns
T9145,soda
T9145,long life bakery product
T9145,dish cleaner
T9146,pip fruit
T9146,other vegetables
T9146,whole milk
T9146,beverages
T9146,frozen vegetables
T9146,flour
T9146,sugar
T9146,chocolate
T9147,beef
T9147,other vegetables
T9147,whole milk
T9147,bottled beer
T9148,frankfurter
T9148,meat
T9148,tropical fruit
T9148,whole milk
T9148,ice cream
T9148,salty snack
T9148,detergent
T9149,bottled water
T9149,napkins
T9150,canned beer
T9151,pip fruit
T9152,pip fruit
T9153,sausage
T9153,hamburger meat
T9153,grapes
T9153,whipped
T9153,sour cream
T9153,frozen potato products
T9153,domestic eggs
T9153,oil
T9153,seasonal products
T9153,napkins
T9153,newspapers
T9154,hamburger meat
T9154,onions
T9154,whole milk
T9154,frozen vegetables
T9154,bottled water
T9154,rum
T9155,sausage
T9155,grapes
T9155,baking powder
T9155,specialty vegetables
T9155,white wine
T9155,long life bakery product
T9156,beef
T9156,dessert
T9156,sugar
T9156,bottled beer
T9157,other vegetables
T9157,whole milk
T9157,soda
T9157,shopping bags
T9158,pastry
T9159,chicken
T9160,herbs
T9160,frozen vegetables
T9160,dog food
T9160,bottled water
T9160,bottled beer
T9160,specialty chocolate
T9161,beef
T9161,citrus fruit
T9161,cream cheese 
T9161,vinegar
T9161,margarine
T9162,butter
T9162,yogurt
T9162,sliced cheese
T9162,tidbits
T9162,rolls
T9162,buns
T9162,pudding powder
T9162,soda
T9162,waffles
T9162,newspapers
T9163,root vegetables
T9163,herbs
T9163,whipped
T9163,sour cream
T9163,domestic eggs
T9164,beef
T9164,other vegetables
T9164,whipped
T9164,sour cream
T9164,processed cheese
T9164,salt
T9164,oil
T9164,dog food
T9164,newspapers
T9165,whipped
T9165,sour cream
T9165,dog food
T9165,fruit
T9165,vegetable juice
T9165,skin care
T9165,shopping bags
T9166,butter
T9166,bottled water
T9166,detergent
T9166,soap
T9167,root vegetables
T9167,onions
T9167,rolls
T9167,buns
T9167,white bread
T9167,sugar
T9168,tropical fruit
T9168,other vegetables
T9168,yogurt
T9168,fruit
T9168,vegetable juice
T9168,bottled beer
T9168,newspapers
T9169,hamburger meat
T9169,onions
T9169,other vegetables
T9169,whole milk
T9169,domestic eggs
T9169,waffles
T9169,napkins
T9169,pot plants
T9170,pork
T9170,beef
T9170,berries
T9170,root vegetables
T9170,herbs
T9170,butter
T9170,yogurt
T9170,white bread
T9170,brown bread
T9170,bottled water
T9170,misc. beverages
T9170,bottled beer
T9170,liquor
T9170,hygiene articles
T9171,beef
T9171,citrus fruit
T9171,root vegetables
T9171,other vegetables
T9171,rolls
T9171,buns
T9171,sugar
T9171,fruit
T9171,vegetable juice
T9172,grapes
T9172,ice cream
T9172,pastry
T9172,soda
T9172,canned beer
T9172,salty snack
T9172,chewing gum
T9172,seasonal products
T9172,flower (seeds)
T9172,shopping bags
T9173,frankfurter
T9173,meat
T9173,beef
T9173,citrus fruit
T9173,berries
T9173,root vegetables
T9173,packaged fruit
T9173,vegetables
T9173,whole milk
T9173,whipped
T9173,sour cream
T9173,frozen vegetables
T9173,rolls
T9173,buns
T9173,canned fruit
T9173,house keeping products
T9173,flower (seeds)
T9173,shopping bags
T9174,pork
T9174,beef
T9174,citrus fruit
T9174,pip fruit
T9174,root vegetables
T9174,onions
T9174,other vegetables
T9174,whole milk
T9174,butter
T9174,ice cream
T9174,bottled water
T9174,waffles
T9174,newspapers
T9174,shopping bags
T9175,meat
T9175,whole milk
T9175,cream cheese 
T9175,brown bread
T9175,chocolate
T9175,newspapers
T9176,sausage
T9176,chicken
T9176,citrus fruit
T9176,pip fruit
T9176,root vegetables
T9176,other vegetables
T9176,whole milk
T9176,yogurt
T9176,whipped
T9176,sour cream
T9176,domestic eggs
T9176,white bread
T9176,soda
T9176,shopping bags
T9177,root vegetables
T9177,whole milk
T9177,long life bakery product
T9178,sausage
T9178,ham
T9178,frozen dessert
T9178,salty snack
T9179,canned beer
T9180,citrus fruit
T9180,tropical fruit
T9180,grapes
T9180,berries
T9180,other vegetables
T9180,whole milk
T9180,UHT-milk
T9180,bottled water
T9180,fruit
T9180,vegetable juice
T9181,frankfurter
T9181,other vegetables
T9181,yogurt
T9181,rolls
T9181,buns
T9181,pastry
T9181,margarine
T9181,sugar
T9181,waffles
T9181,chocolate
T9181,chocolate marshmallow
T9182,sausage
T9182,other vegetables
T9182,whipped
T9182,sour cream
T9182,processed cheese
T9182,brown bread
T9183,pork
T9183,root vegetables
T9183,other vegetables
T9183,whole milk
T9183,cream cheese 
T9183,coffee
T9183,bottled water
T9183,bottled beer
T9184,sausage
T9184,root vegetables
T9184,onions
T9184,other vegetables
T9184,whole milk
T9184,butter milk
T9184,sliced cheese
T9184,curd cheese
T9184,frozen vegetables
T9184,rolls
T9184,buns
T9185,citrus fruit
T9185,whipped
T9185,sour cream
T9185,pastry
T9186,whole milk
T9186,butter
T9186,yogurt
T9186,whipped
T9186,sour cream
T9186,domestic eggs
T9186,coffee
T9187,tropical fruit
T9187,pip fruit
T9187,root vegetables
T9187,other vegetables
T9187,whole milk
T9187,dessert
T9187,yogurt
T9187,UHT-milk
T9187,baking powder
T9187,canned vegetables
T9187,waffles
T9188,other vegetables
T9188,bottled beer
T9188,canned beer
T9189,rolls
T9189,buns
T9190,other vegetables
T9190,curd
T9190,whipped
T9190,sour cream
T9190,UHT-milk
T9190,sugar
T9190,bottled beer
T9190,napkins
T9191,sausage
T9191,canned beer
T9191,salty snack
T9192,root vegetables
T9192,other vegetables
T9192,frozen vegetables
T9192,frozen fish
T9192,rolls
T9192,buns
T9192,dog food
T9192,popcorn
T9192,newspapers
T9193,pastry
T9194,bottled water
T9195,other vegetables
T9195,whole milk
T9195,dessert
T9195,sliced cheese
T9195,hard cheese
T9195,cream cheese 
T9195,pastry
T9195,margarine
T9195,sugar
T9195,ready soups
T9195,bottled water
T9195,soda
T9195,salty snack
T9195,newspapers
T9195,shopping bags
T9196,tropical fruit
T9196,pip fruit
T9196,yogurt
T9196,canned vegetables
T9196,misc. beverages
T9197,frankfurter
T9197,yogurt
T9197,frozen fish
T9197,ice cream
T9197,frozen potato products
T9197,pastry
T9197,margarine
T9197,canned fish
T9197,soda
T9197,bottled beer
T9197,salty snack
T9197,nut snack
T9197,long life bakery product
T9197,specialty bar
T9197,candy
T9198,pastry
T9198,oil
T9198,margarine
T9199,citrus fruit
T9199,domestic eggs
T9200,meat
T9200,chicken
T9200,pork
T9200,pip fruit
T9200,other vegetables
T9200,whole milk
T9200,butter milk
T9200,frozen vegetables
T9200,rolls
T9200,buns
T9200,rice
T9200,sugar
T9200,coffee
T9200,photo
T9200,film
T9201,ice cream
T9201,sugar
T9201,coffee
T9201,bottled water
T9201,soda
T9201,fruit
T9201,vegetable juice
T9201,shopping bags
T9202,whole milk
T9202,dessert
T9202,yogurt
T9202,margarine
T9202,newspapers
T9203,soda
T9203,specialty chocolate
T9204,canned beer
T9205,roll products 
